# This file was generated by acquire_hvdac_calibration
# DAC setting
			3200	3520	3840	4160	4480	4800	5120	5440	5760	6080	6400	6720	7040	7360	7680	8000	8320	8640	8960	9280	9600	9920	10240	10560	10880	11200	11520	11840	12160	12480	12800	
# portID	slaveID	channelID	Measurements ...
0	0	17	19.515656	21.510783	23.493201	25.481228	27.469004	29.456289	31.447392	33.458954	35.441679	37.427394	39.407209	41.403129	43.376344	45.368232	47.354222	49.366711	51.373529	53.364516	55.365489	57.363790	59.351357	61.360521	63.362031	65.362583	67.338103	69.321068	71.316007	73.310252	75.307623	77.330282	79.345826	
0	0	1	19.707691	21.686239	23.694761	25.681891	27.668456	29.688033	31.667589	33.664675	35.651845	37.652520	39.639183	41.619072	43.629289	45.620594	47.615381	49.609618	51.597822	53.577483	55.572965	57.572897	59.565383	61.557823	63.557299	65.553144	67.557902	69.560964	71.550916	73.546204	75.548982	77.552860	79.547923	
0	0	16	19.636011	21.637025	23.636810	25.604904	27.609602	29.617686	31.618481	33.591387	35.571390	37.553444	39.560338	41.542362	43.522921	45.513145	47.494535	49.455262	51.453132	53.439997	55.407548	57.383360	59.360329	61.359117	63.346230	65.333304	67.301441	69.299439	71.306964	73.279024	75.260264	77.214155	79.199500	
0	0	0	20.205272	22.220099	24.228137	26.222588	28.206904	30.205473	32.222510	34.193858	36.193421	38.189634	40.185385	42.179087	44.166381	46.183168	48.179492	50.180006	52.197210	54.199150	56.193222	58.177585	60.174658	62.185116	64.188186	66.188324	68.159378	70.138408	72.117548	74.107999	76.116463	78.081127	80.056204	
0	0	13	19.905420	21.909009	23.901693	25.897970	27.894240	29.892145	31.867599	33.848432	35.843005	37.843649	39.819672	41.824395	43.829054	45.830785	47.816304	49.809739	51.808023	53.796168	55.782472	57.773789	59.741316	61.729126	63.710332	65.680622	67.670523	69.660849	71.631843	73.606217	75.578083	77.563771	79.565782	
0	0	2	19.733875	21.718960	23.715201	25.702782	27.694533	29.704227	31.701357	33.670006	35.664413	37.661218	39.644352	41.634190	43.616054	45.621562	47.616906	49.611625	51.608681	53.582315	55.574492	57.577120	59.561784	61.537876	63.538810	65.553402	67.554708	69.527429	71.529884	73.510248	75.503337	77.504520	79.497203	
0	0	11	19.548851	21.508942	23.491731	25.459776	27.447211	29.423390	31.409890	33.406324	35.385307	37.373473	39.337225	41.321455	43.307703	45.299342	47.259412	49.243606	51.259002	53.257410	55.243263	57.223289	59.196658	61.159444	63.145871	65.120132	67.101151	69.069368	71.068861	73.076402	75.065690	77.055393	79.028525	
0	0	9	19.797251	21.777307	23.769253	25.740885	27.751754	29.751487	31.742689	33.757813	35.740209	37.708596	39.693376	41.680192	43.664521	45.651630	47.611509	49.612720	51.624401	53.633866	55.620452	57.603031	59.588016	61.580656	63.568966	65.546867	67.546959	69.539907	71.529359	73.511157	75.503677	77.488472	79.477035	
0	0	26	19.750521	21.726331	23.718457	25.683207	27.666235	29.673255	31.662429	33.648289	35.638098	37.626009	39.617066	41.627414	43.613217	45.617628	47.618049	49.588743	51.590836	53.564637	55.549160	57.547463	59.534349	61.520464	63.491072	65.480226	67.447141	69.415967	71.400008	73.393226	75.360939	77.334909	79.300698	
0	0	5	19.880585	21.865711	23.858387	25.857004	27.837017	29.814116	31.788916	33.768058	35.744660	37.735509	39.706703	41.707287	43.676231	45.669971	47.669103	49.659734	51.670024	53.664415	55.648812	57.622390	59.582679	61.578111	63.558661	65.540858	67.520481	69.511423	71.494661	73.503610	75.490849	77.472541	79.457507	
0	0	25	19.697454	21.686868	23.661452	25.632275	27.602412	29.590121	31.576584	33.545842	35.537267	37.544009	39.536907	41.515708	43.484294	45.460972	47.454819	49.456284	51.459863	53.453534	55.465969	57.452921	59.430754	61.399768	63.399327	65.388865	67.369840	69.364605	71.333919	73.306265	75.270932	77.250583	79.244594	
0	0	3	19.980790	21.985346	23.976078	25.961868	27.963363	29.974343	31.949451	33.925069	35.904478	37.887911	39.884331	41.878635	43.859863	45.868423	47.871625	49.870012	51.856288	53.851260	55.830513	57.841629	59.810762	61.822942	63.842864	65.831592	67.831336	69.808512	71.795503	73.810585	75.801519	77.808919	79.791651	
0	0	21	19.781762	21.768318	23.765344	25.748306	27.735800	29.746580	31.736490	33.738070	35.730609	37.723136	39.716840	41.700461	43.674719	45.670996	47.648274	49.647802	51.649790	53.647120	55.625608	57.596867	59.587117	61.580157	63.580324	65.560900	67.551033	69.542256	71.535518	73.533134	75.523526	77.512558	79.511492	
0	0	7	19.709504	21.709714	23.704059	25.692651	27.681047	29.679720	31.672234	33.652702	35.647941	37.643709	39.637414	41.628011	43.611871	45.594769	47.602620	49.607962	51.624567	53.618801	55.607568	57.609871	59.615425	61.603333	63.591812	65.608244	67.600010	69.583675	71.586760	73.561099	75.543145	77.538417	79.531492	
