# portID	slaveID	chipID	channelID	vth_t1	vth_t2	vth_e
0	0	4	35	20	20	15
0	0	4	30	20	20	15
0	0	4	25	20	20	15
0	0	4	20	20	20	15
0	0	4	23	20	20	15
0	0	4	18	20	20	15
0	0	4	13	20	20	15
0	0	4	8	20	20	15
0	0	4	11	20	20	15
0	0	4	6	20	20	15
0	0	4	1	20	20	15
0	0	0	8	20	20	15
0	0	0	11	20	20	15
0	0	0	14	20	20	15
0	0	0	1	20	20	15
0	0	0	4	20	20	15
0	0	0	7	20	20	15
0	0	0	26	20	20	15
0	0	0	29	20	20	15
0	0	0	16	20	20	15
0	0	0	19	20	20	15
0	0	0	22	20	20	15
0	0	0	41	20	20	15
0	0	0	44	20	20	15
0	0	4	60	20	20	15
0	0	0	47	20	20	15
0	0	4	63	20	20	15
0	0	0	34	20	20	15
0	0	4	58	20	20	15
0	0	0	37	20	20	15
0	0	4	53	20	20	15
0	0	0	56	20	20	15
0	0	4	48	20	20	15
0	0	0	59	20	20	15
0	0	4	51	20	20	15
0	0	0	62	20	20	15
0	0	4	46	20	20	15
0	0	0	49	20	20	15
0	0	4	41	20	20	15
0	0	0	52	20	20	15
0	0	4	36	20	20	15
0	0	0	55	20	20	15
0	0	4	39	20	20	15
0	0	4	34	20	20	15
0	0	4	29	20	20	15
0	0	4	24	20	20	15
0	0	4	27	20	20	15
0	0	4	22	20	20	15
0	0	4	17	20	20	15
0	0	4	12	20	20	15
0	0	4	15	20	20	15
0	0	4	10	20	20	15
0	0	4	5	20	20	15
0	0	4	0	20	20	15
0	0	4	3	20	20	15
0	0	0	10	20	20	15
0	0	0	13	20	20	15
0	0	0	0	20	20	15
0	0	0	3	20	20	15
0	0	0	6	20	20	15
0	0	0	25	20	20	15
0	0	0	28	20	20	15
0	0	0	31	20	20	15
0	0	0	18	20	20	15
0	0	0	21	20	20	15
0	0	0	40	20	20	15
0	0	0	43	20	20	15
0	0	0	46	20	20	15
0	0	4	62	20	20	15
0	0	0	33	20	20	15
0	0	4	57	20	20	15
0	0	0	36	20	20	15
0	0	4	52	20	20	15
0	0	0	39	20	20	15
0	0	4	55	20	20	15
0	0	0	58	20	20	15
0	0	4	50	20	20	15
0	0	0	61	20	20	15
0	0	4	45	20	20	15
0	0	0	48	20	20	15
0	0	4	40	20	20	15
0	0	0	51	20	20	15
0	0	4	43	20	20	15
0	0	0	54	20	20	15
0	0	4	38	20	20	15
0	0	4	33	20	20	15
0	0	4	28	20	20	15
0	0	4	31	20	20	15
0	0	4	26	20	20	15
0	0	4	21	20	20	15
0	0	4	16	20	20	15
0	0	4	19	20	20	15
0	0	4	14	20	20	15
0	0	4	9	20	20	15
0	0	4	4	20	20	15
0	0	4	7	20	20	15
0	0	4	2	20	20	15
0	0	0	9	20	20	15
0	0	0	12	20	20	15
0	0	0	15	20	20	15
0	0	0	2	20	20	15
0	0	0	5	20	20	15
0	0	0	24	20	20	15
0	0	0	27	20	20	15
0	0	0	30	20	20	15
0	0	0	17	20	20	15
0	0	0	20	20	20	15
0	0	0	23	20	20	15
0	0	0	42	20	20	15
0	0	0	45	20	20	15
0	0	4	61	20	20	15
0	0	0	32	20	20	15
0	0	4	56	20	20	15
0	0	0	35	20	20	15
0	0	4	59	20	20	15
0	0	0	38	20	20	15
0	0	4	54	20	20	15
0	0	0	57	20	20	15
0	0	4	49	20	20	15
0	0	0	60	20	20	15
0	0	4	44	20	20	15
0	0	0	63	20	20	15
0	0	4	47	20	20	15
0	0	0	50	20	20	15
0	0	4	42	20	20	15
0	0	0	53	20	20	15
0	0	4	37	20	20	15
0	0	4	32	20	20	15
